,S11,S21,S31,20_log_of_mag_S11,20_log_of_mag_S21,20_log_of_mag_S31,degrees_S11,degrees_S21,degrees_S31,Real(S21),Imag(S21)
6.783,(-0.09428279775627185+0.06467762756331588j),(0.5773039900748792+0.8084848169004603j),(0.0001020193861198226-1.387942592110054e-05j),-18.83643294319063,-0.05714707270740811,-79.74669814590689,145.5500311134263,54.471012227005055,-7.7473514940226735,0.5773039900748792,0.8084848169004603
6.784,(-0.09422948444643739+0.06468581343605596j),(0.5775686221883383+0.808301351125938j),(0.0001021059697199673-1.391683488782024e-05j),-18.839421060268496,-0.05710750626998663,-79.73903809594384,145.53152887690607,54.452442555484105,-7.7614714335443615,0.5775686221883383,0.808301351125938
6.785,(-0.09417616296126492+0.06469396368423444j),(0.5778331988613284+0.8081177968876151j),(0.0001021927208835629-1.395431228516403e-05j),-18.842411344687385,-0.05706793873804081,-79.73136950819737,145.51302630913037,54.433872688489345,-7.775591571312907,0.5778331988613284,0.8081177968876151
6.786,(-0.09412283332407363+0.06470207830151244j),(0.5780977200628539+0.8079341541990904j),(0.000102279640035193-1.399185830596398e-05j),-18.845403798030627,-0.057028370131166004,-79.72369237221359,145.4945234097891,54.4153026259913,-7.789711907266385,0.5780977200628539,0.8079341541990904
6.787,(-0.09406949555818821+0.0647101572815671j),(0.5783621857619197+0.8077504230739739j),(0.0001023667276009332-1.402947314371556e-05j),-18.848398421883715,-0.05698880046896013,-79.71600667750847,145.47602017857153,54.39673236796049,-7.803832441342785,0.5783621857619197,0.8077504230739739
6.788,(-0.09401614968693785+0.06471820061809146j),(0.578626595927531+0.8075666035258883j),(0.0001024539840083575-1.406715699258044e-05j),-18.85139521783438,-0.0569492297710188,-79.70831241356778,145.45751661516596,54.37816191436753,-7.817953173479948,0.578626595927531,0.8075666035258883
6.789,(-0.09396279573365715+0.06472620830479466j),(0.5788909505286941+0.8073826955684666j),(0.0001025414096865446-1.410491004738946e-05j),-18.854394187472522,-0.05690965805694602,-79.70060956984697,145.4390127192598,54.35959126518302,-7.832074103615607,0.5788909505286941,0.8073826955684666
6.79,(-0.09390943372168532+0.06473418033540153j),(0.5791552495344153+0.8071986992153546j),(0.0001026290050660845-1.414273250364558e-05j),-18.857395332390293,-0.05687008534634834,-79.69289813577103,145.42050849053985,54.34102042037765,-7.846195231687392,0.5791552495344153,0.8071986992153546
6.791,(-0.0938560636743674+0.06474211670365337j),(0.5794194929137021+0.8070146144802091j),(0.0001027167705790851-1.418062455752671e-05j),-18.860398654181974,-0.05683051165882806,-79.68517810073449,145.4020039286918,54.3224493799221,-7.860316557632761,0.5794194929137021,0.8070146144802091
6.792,(-0.09380268561505266+0.06475001740330702j),(0.579683680635563+0.8068304413766983j),(0.0001028047066591789-1.421858640588893e-05j),-18.863404154444133,-0.056790937013993945,-79.6774494541012,145.38349903340077,54.30387814378705,-7.874438081389132,0.579683680635563,0.8068304413766983
6.793,(-0.09374929956709517+0.06475788242813561j),(0.5799478126690062+0.8066461799185025j),(0.000102892813741529-1.425661824626912e-05j),-18.866411834775562,-0.05675136143145923,-79.66971218520429,145.36499380435063,54.28530671194329,-7.888559802893736,0.5799478126690062,0.8066461799185025
6.794,(-0.09369590555385487+0.06476571177192825j),(0.5802118889830412+0.8064618301193134j),(0.0001029810922628363-1.429472027688828e-05j),-18.8694216967772,-0.05671178493083681,-79.66196628334612,145.3464882412248,54.26673508436161,-7.9026817220837495,0.5802118889830412,0.8064618301193134
6.795,(-0.09364250359869548+0.06477350542848985j),(0.5804759095466779+0.8062773919928349j),(0.0001030695426613458-1.433289269665426e-05j),-18.872433742052316,-0.05667220753173728,-79.65421173779806,145.32798234370551,54.24816326101285,-7.916803838896177,0.5804759095466779,0.8062773919928349
6.796,(-0.09358909372498683+0.06478126339164153j),(0.5807398743289275+0.8060928655527813j),(0.0001031581653768535-1.437113570516497e-05j),-18.875447972206313,-0.05663262925378252,-79.64644853780055,145.3094761114745,54.22959124186782,-7.930926153267935,0.5807398743289275,0.8060928655527813
6.797,(-0.09353567595610311+0.0647889856552205j),(0.5810037832988006+0.8059082508128799j),(0.0001032469608507133-1.44094495027114e-05j),-18.878464388846872,-0.05659305011659017,-79.63867667256277,145.29096954421232,54.21101902689748,-7.945048665135822,0.5810037832988006,0.8059082508128799
6.798,(-0.09348225031542322+0.06479667221307998j),(0.5812676364253103+0.8057235477868688j),(0.0001033359295258431-1.444783429028062e-05j),-18.881482993583923,-0.05655347013977943,-79.63089613126276,145.27246264159874,54.1924466160727,-7.959171374436551,0.5812676364253103,0.8057235477868688
6.799,(-0.09342881682633113+0.06480432305908912j),(0.5815314336774687+0.805538756488498j),(0.0001034250718467323-1.44862902695588e-05j),-18.884503788029626,-0.056513889342977956,-79.6231069030472,145.25395540331263,54.173874009364475,-7.973294281106656,0.5815314336774687,0.805538756488498
6.8,(-0.09337537551221614+0.06481193818713332j),(0.5817951750242898+0.8053538769315293j),(0.0001035143882594483-1.452481764293443e-05j),-18.88752677379836,-0.05647430774580908,-79.61530897703135,145.23544782903213,54.155301206743786,-7.987417385082605,0.5817951750242898,0.8053538769315293
6.801,(-0.09332192639647174+0.0648195175911139j),(0.5820588604347876+0.8051689091297354j),(0.0001036038792116434-1.456341661350145e-05j),-18.890551952506797,-0.05643472536790455,-79.60750234229889,145.2169399184343,54.136728208181644,-8.001540686300798,0.5820588604347876,0.8051689091297354
6.802,(-0.09326846950249688+0.06482706126494844j),(0.5823224898779776+0.8049838530969016j),(0.0001036935451525617-1.460208738506206e-05j),-18.89357932577382,-0.05639514222888896,-79.59968698790186,145.19843167119544,54.1181550136491,-8.015664184697398,0.5823224898779776,0.8049838530969016
6.803,(-0.09321500485369504+0.06483456920257043j),(0.5825860633228752+0.8047987088468243j),(0.0001037833865330464-1.464083016213033e-05j),-18.8966088952206,-0.05635555834839914,-79.59186290286057,145.17992308699093,54.09958162311727,-8.029787880208584,0.5825860633228752,0.8047987088468243
6.804,(-0.09316153247347457+0.0648420413979295j),(0.5828495807384967+0.8046134763933118j),(0.0001038734038055456-1.467964514993484e-05j),-18.899640662470556,-0.05631597374606871,-79.58403007616349,145.16141416549522,54.08100803655727,-8.043911772770333,0.5828495807384967,0.8046134763933118
6.805,(-0.09310805238524858+0.0648494778449915j),(0.5831130420938607+0.8044281557501834j),(0.0001039635974241214-1.471853255442246e-05j),-18.902674629149384,-0.05627638844152989,-79.57618849676703,145.14290490638186,54.0624342539402,-8.058035862318619,0.5831130420938607,0.8044281557501834
6.806,(-0.0930545646124353+0.06485687853773832j),(0.583376447357984+0.8042427469312711j),(0.0001040539678444547-1.475749258226084e-05j),-18.905710796885028,-0.056236802454428185,-79.56833815359562,145.12439530932357,54.043860275237286,-8.072160148789184,0.583376447357984,0.8042427469312711
6.807,(-0.09300106917845755+0.06486424347016798j),(0.5836397964998862+0.8040572499504178j),(0.0001041445155238539-1.479652544084218e-05j),-18.908749167307718,-0.05619721580439803,-79.56047903554148,145.10588537399207,54.02528610041974,-8.086284632117746,0.5836397964998862,0.8040572499504178
6.808,(-0.09294756610674282+0.0648715726362946j),(0.583903089488587+0.8038716648214778j),(0.000104235240921261-1.483563133828617e-05j),-18.911789742049965,-0.05615762851108712,-79.55261113146454,145.0873751000582,54.00671172945876,-8.100409312239908,0.583903089488587,0.8038716648214778
6.809,(-0.09289405542072392+0.06487886603014861j),(0.5841663262931064+0.803685991558318j),(0.0001043261444972596-1.487481048344322e-05j),-18.91483252274653,-0.05611804059413792,-79.54473443019235,145.06886448719192,53.98813716232568,-8.114534189091103,0.5841663262931064,0.803685991558318
6.81,(-0.0928405371438379+0.06488612364577638j),(0.584429506882466+0.8035002301748161j),(0.0001044172267140815-1.491406308589793e-05j),-18.917877511034494,-0.05607845207319932,-79.53684892051993,145.05035353506224,53.96956239899176,-8.12865926260675,0.584429506882466,0.8035002301748161
6.811,(-0.09278701129952684+0.06489334547724054j),(0.5846926312256884+0.8033143806848618j),(0.0001045084880356141-1.495338935597209e-05j),-18.92092470855321,-0.056038862967916006,-79.52895459120973,145.0318422433373,53.95098743942834,-8.142784532722096,0.5846926312256884,0.8033143806848618
6.812,(-0.09273347791123748+0.06490053151861996j),(0.5849556992917958+0.8031284431023563j),(0.0001045999289274078-1.499278950472815e-05j),-18.923974116944315,-0.055999273297946836,-79.52105143099145,145.01333061168424,53.93241228360679,-8.156909999372317,0.5849556992917958,0.8031284431023563
6.813,(-0.09267993700242115+0.0649076817640095j),(0.5852187110498125+0.8029424174412126j),(0.0001046915498566834-1.503226374397246e-05j),-18.927025737851782,-0.055959683082937695,-79.51313942856194,144.99481863976922,53.913836931498494,-8.171035662492462,0.5852187110498125,0.8029424174412126
6.814,(-0.09262638859653437+0.06491479620752053j),(0.5854816664687628+0.8027563037153554j),(0.000104783351292339-1.507181228625859e-05j),-18.930079572921816,-0.05592009234254674,-79.50521857258514,144.97630632725756,53.89526138307488,-8.18516152201749,0.5854816664687628,0.8027563037153554
6.815,(-0.09257283271703787+0.06492187484328023j),(0.5857445655176723+0.8025701019387208j),(0.000104875333704958-1.511143534489072e-05j),-18.933135623802993,-0.05588050109643272,-79.49728885169193,144.95779367381365,53.8766856383074,-8.199287577882256,0.5857445655176723,0.8025701019387208
6.816,(-0.0925192693873975+0.06492891766543221j),(0.5860074081655671+0.8023838121252567j),(0.0001049674975668159-1.515113313392692e-05j),-18.93619389214615,-0.055840909364254065,-79.48935025448003,144.93928067910093,53.85810969716755,-8.213413830021517,0.5860074081655671,0.8023838121252567
6.817,(-0.09246569863108367+0.06493592466813633j),(0.5862701943814752+0.8021974342889224j),(0.0001050598433518886-1.519090586818266e-05j),-18.939254379604456,-0.05580131716566977,-79.48140276951385,144.92076734278183,53.83953355962678,-8.22754027836994,0.5862701943814752,0.8021974342889224
6.818,(-0.09241212047157112+0.06494289584556871j),(0.586532924134424+0.8020109684436889j),(0.0001051523715358591-1.523075376323403e-05j),-18.942317087833402,-0.0557617245203482,-79.47344638532444,144.90225366451776,53.820957225656656,-8.241666922862064,0.586532924134424,0.8020109684436889
6.819,(-0.09235853493233986+0.06494983119192137j),(0.5867955973934436+0.8018244146035397j),(0.0001052450825961254-1.527067703542128e-05j),-18.945382018490783,-0.05572213144794668,-79.46548109040934,144.88373964396945,53.80238069522872,-8.255793763432356,0.5867955973934436,0.8018244146035397
6.82,(-0.0923049420368741+0.06495673070140304j),(0.5870582141275624+0.8016377727824686j),(0.0001053379770118079-1.531067590185214e-05j),-18.948449173236725,-0.055682537968139656,-79.45750687323249,144.8652252807963,53.7838039683146,-8.269920800015157,0.5870582141275624,0.8016377727824686
6.821,(-0.09225134180866301+0.06496359436823831j),(0.5873207743058118+0.8014510429944818j),(0.0001054310552637577-1.535075058040544e-05j),-18.951518553733678,-0.05564294410059831,-79.44952372222406,144.84671057465707,53.765227044885904,-8.284048032544723,0.5873207743058118,0.8014510429944818
6.822,(-0.09219773427120018+0.06497042218666832j),(0.5875832778972239+0.8012642252535973j),(0.0001055243178345633-1.539090128973444e-05j),-18.95459016164644,-0.05560334986498566,-79.44153162578044,144.82819552520934,53.74664992491425,-8.298175460955237,0.5875832778972239,0.8012642252535973
6.823,(-0.09214411944798394+0.06497721415095035j),(0.5878457248708308+0.8010773195738441j),(0.0001056177652085594-1.543112824927036e-05j),-18.957663998642115,-0.055563755280982854,-79.43353057226398,144.80968013210978,53.72807260837133,-8.312303085180739,0.5878457248708308,0.8010773195738441
6.824,(-0.09209049736251737+0.06498397025535785j),(0.5881081151956664+0.8008903259692636j),(0.0001057113978718333-1.547143167922582e-05j),-18.960740066390166,-0.05552416036826095,-79.42552055000303,144.79116439501416,53.70949509522883,-8.326430905155203,0.5881081151956664,0.8008903259692636
6.825,(-0.09203686803830757+0.06499069049418078j),(0.5883704488407653+0.8007032444539081j),(0.0001058052163122342-1.55118118005985e-05j),-18.96381836656242,-0.05548456514649843,-79.41750154729168,144.77264831357712,53.690917385458484,-8.34055892081249,0.5883704488407653,0.8007032444539081
6.826,(-0.09198323149886709+0.06499737486172533j),(0.5886327257751626+0.8005160750418421j),(0.00010589922101938-1.555226883517462e-05j),-18.966898900833,-0.055444969635376304,-79.40947355238977,144.75413188745242,53.67233947903204,-8.354687132086404,0.5886327257751626,0.8005160750418421
6.827,(-0.09192958776771239+0.06500402335231394j),(0.5888949459678948+0.8003288177471414j),(0.0001059934124846654-1.559280300553239e-05j),-18.969981670878433,-0.05540537385457524,-79.40143655352267,144.73561511629276,53.653761375921256,-8.368815538910601,0.5888949459678948,0.8003288177471414
6.828,(-0.09187593686836466+0.06501063596028538j),(0.5891571093879999+0.8001414725838939j),(0.0001060877912012703-1.563341453504583e-05j),-18.97306667837757,-0.05536577782377456,-79.39339053888122,144.71709799974983,53.63518307609793,-8.382944141218703,0.5891571093879999,0.8001414725838939
6.829,(-0.09182227882434985+0.06501721267999473j),(0.5894192160045152+0.7999540395661991j),(0.0001061823576641667-1.5674103647888e-05j),-18.97615392501164,-0.05532618156266199,-79.38533549662166,144.69858053747447,53.61660457953396,-8.397072938944167,0.5894192160045152,0.7999540395661991
6.83,(-0.09176861365919832+0.06502375350581356j),(0.5896812657864812+0.7997665187081668j),(0.0001062771123701286-1.57148705690352e-05j),-18.979243412464214,-0.055286585090928764,-79.37727141486532,144.68006272911632,53.59802588620108,-8.411201932020452,0.5896812657864812,0.7997665187081668
6.831,(-0.09171494139644475+0.06503025843212959j),(0.5899432587029374+0.7995789100239208j),(0.0001063720558177377-1.575571552426992e-05j),-18.98233514242127,-0.055246988428257,-79.36919828169874,144.66154457432404,53.57944699607125,-8.425331120380841,0.5899432587029374,0.7995789100239208
6.832,(-0.09166126205962899+0.06503672745334695j),(0.5902051947229259+0.7993912135275945j),(0.0001064671885073935-1.579663874018506e-05j),-18.9854291165711,-0.0552073915943421,-79.36111608517339,144.64302607274553,53.56086790911632,-8.439460503958582,0.5902051947229259,0.7993912135275945
6.833,(-0.0916075756722944+0.06504316056388616j),(0.5904670738154885+0.7992034292333341j),(0.0001065625109413202-1.583764044418725e-05j),-18.988525336604447,-0.05516779460887419,-79.35302481330562,144.62450722402724,53.542288625308245,-8.453590082686798,0.5904670738154885,0.7992034292333341
6.834,(-0.09155388225798988+0.06504955775818412j),(0.5907288959496686+0.7990155571552969j),(0.0001066580236235753-1.587872086450072e-05j),-18.991623804214356,-0.055128197491550845,-79.34492445407653,144.605988027815,53.52370914461897,-8.467719856498539,0.5907288959496686,0.7990155571552969
6.835,(-0.09150018184026779+0.06505591903069413j),(0.590990661094511+0.7988275973076521j),(0.0001067537270600582-1.591988023017105e-05j),-18.994724521096334,-0.05508860026206733,-79.33681499543178,144.58746848375324,53.50512946702044,-8.48184982532678,0.590990661094511,0.7988275973076521
6.836,(-0.09144647444268596+0.06506224437588586j),(0.5912523692190611+0.7986395497045806j),(0.0001068496217585179-1.596111877106878e-05j),-18.997827488948207,-0.0550490029401195,-79.32869642528159,144.5689485914857,53.486549592484664,-8.495979989104397,0.5912523692190611,0.7986395497045806
6.837,(-0.09139276008880581+0.06506853378824526j),(0.5915140202923652+0.7984514143602747j),(0.0001069457082285615-1.600243671789321e-05j),-19.000932709470256,-0.05500940554541162,-79.32056873150052,144.5504283506548,53.46796952098366,-8.510110347764169,0.5915140202923652,0.7984514143602747
6.838,(-0.09133903880219411+0.06507478726227485j),(0.5917756142834709+0.7982631912889383j),(0.0001070419869816628-1.604383430217621e-05j),-19.0040401843651,-0.054969808097646594,-79.31243190192737,144.53190776090227,53.44938925248947,-8.52424090123879,0.5917756142834709,0.7982631912889383
6.839,(-0.09128531060642128+0.06508100479249371j),(0.5920371511614271+0.7980748805047877j),(0.0001071384585311704-1.608531175628609e-05j),-19.007149915337788,-0.054930210616523104,-79.3042859243651,144.5133868218683,53.43080878697415,-8.538371649460919,0.5920371511614271,0.7980748805047877
6.84,(-0.09123157552506213+0.06508718637343681j),(0.5922986308952832+0.7978864820220496j),(0.0001072351233923164-1.612686931343121e-05j),-19.01026190409582,-0.054890613121752085,-79.29613078658065,144.4948655331924,53.41222812440977,-8.552502592363059,0.5922986308952832,0.7978864820220496
6.841,(-0.09117783358169683+0.06509333199965622j),(0.5925600534540904+0.7976979958549634j),(0.0001073319820822247-1.616850720766402e-05j),-19.013376152349007,-0.05485101563303925,-79.28796647630482,144.47634389451298,53.39364726476846,-8.566633729877669,0.5925600534540904,0.7976979958549634
6.842,(-0.09112408479990873+0.06509944166572004j),(0.5928214188068999+0.7975094220177799j),(0.0001074290351199198-1.62102256738848e-05j),-19.016492661809664,-0.05481141817009579,-79.27979298123219,144.45782190546714,53.375066208022346,-8.580765061937104,0.5928214188068999,0.7975094220177799
6.843,(-0.09107032920328667+0.06510551536621283j),(0.5930827269227655+0.7973207605247609j),(0.0001075262830263352-1.625202494784575e-05j),-19.019611434192466,-0.054771820752630596,-79.27161028902094,144.43929956569133,53.356484954143546,-8.594896588473707,0.5930827269227655,0.7973207605247609
6.844,(-0.09101656681542276+0.06511155309573585j),(0.5933439777707411+0.7971320113901806j),(0.000107623726324322-1.629390526615451e-05j),-19.022732471214564,-0.054732223400358965,-79.26341838729276,144.42077687482043,53.33790350310425,-8.609028309419642,0.5933439777707411,0.7971320113901806
6.845,(-0.09096279765991465+0.06511755484890666j),(0.5936051713198819+0.7969431746283246j),(0.000107721365538658-1.63358668662785e-05j),-19.025855774595467,-0.05469262613299491,-79.2552172636327,144.40225383248873,53.319321854876634,-8.623160224707066,0.5936051713198819,0.7969431746283246
6.846,(-0.09090902176036339+0.06512352062035943j),(0.5938663075392442+0.7967542502534901j),(0.0001078192011960558-1.637790998654858e-05j),-19.02898134605717,-0.05465302897025689,-79.24700690558906,144.38373043832902,53.300740009432914,-8.637292334268029,0.5938663075392442,0.7967542502534901
6.847,(-0.09085523914037463+0.06512945040474463j),(0.5941273863978858+0.7965652382799863j),(0.0001079172338251721-1.64200348661631e-05j),-19.032109187324103,-0.05461343193186012,-79.23878730067328,144.36520669197327,53.28215796674531,-8.651424638034486,0.5941273863978858,0.7965652382799863
6.848,(-0.0908014498235587+0.06513534419672938j),(0.594388407864865+0.796376138722133j),(0.0001080154639566164-1.646224174519197e-05j),-19.035239300123095,-0.05457383503752917,-79.23055843635971,144.3466825930523,53.26357572678608,-8.665557135938338,0.594388407864865,0.796376138722133
6.849,(-0.0907476538335299+0.06514120199099745j),(0.5946493719092418+0.7961869515942627j),(0.0001081138921229597-1.650453086458058e-05j),-19.03837168618345,-0.05453423830698627,-79.22232030008564,144.32815814119573,53.244993289527486,-8.679689827911416,0.5946493719092418,0.7961869515942627
6.85,(-0.09069385119390687+0.06514702378224876j),(0.5949102785000774+0.7959976769107195j),(0.0001082125188587437-1.654690246615388e-05j),-19.04150634723691,-0.05449464175995235,-79.21407287925103,144.30963333603222,53.226410654941816,-8.693822713885465,0.5949102785000774,0.7959976769107195
6.851,(-0.09064004192831267+0.06515280956520007j),(0.5951711276064333+0.7958083146858587j),(0.0001083113447004897-1.658935679262037e-05j),-19.044643285017674,-0.05445504541615672,-79.20581616121846,144.29110817718924,53.207827823001395,-8.70795579379214,0.5951711276064333,0.7958083146858587
6.852,(-0.09058622606037425+0.0651585593345846j),(0.5954319191973738+0.795618864934047j),(0.0001084103701867076-1.663189408757634e-05j),-19.047782501262404,-0.05441544929532443,-79.19755013331296,144.2725826642931,53.189244793678505,-8.72208906756307,0.5954319191973738,0.795618864934047
6.853,(-0.09053240361372368+0.06516427308515219j),(0.5956926532419629+0.7954293276696636j),(0.0001085095958579049-1.667451459550969e-05j),-19.05092399771018,-0.05437585341718502,-79.18927478282187,144.2540567969692,53.170661566945526,-8.73622253512974,0.5956926532419629,0.7954293276696636
6.854,(-0.0904785746119962+0.06516995081166904j),(0.5959533297092667+0.7952397029070987j),(0.0001086090222565961-1.671721856180438e-05j),-19.054067776102613,-0.054336257801469626,-79.18099009699478,144.23553057484148,53.15207814277478,-8.750356196423628,0.5959533297092667,0.7952397029070987
6.855,(-0.09042473907883208+0.06517559250891808j),(0.5962139485683512+0.7950499906607544j),(0.0001087086499273113-1.676000623274424e-05j),-19.05721383818374,-0.05429666246791387,-79.17269606304332,144.2170039975331,53.13349452113872,-8.76449005137608,0.5962139485683512,0.7950499906607544
6.856,(-0.09037089703787542+0.06518119817169886j),(0.5964745097882862+0.7948601909450439j),(0.0001088084794166066-1.680287785551756e-05j),-19.060362185700082,-0.05425706743624913,-79.164392668141,144.19847706466584,53.11491070200963,-8.778624099918447,0.5964745097882862,0.7948601909450439
6.857,(-0.09031704851277467+0.06518676779482746j),(0.5967350133381403+0.794670303774393j),(0.0001089085112730718-1.684583367822086e-05j),-19.063512820400643,-0.05421747272621225,-79.1560798994232,144.1799497758604,53.09632668535999,-8.792758341981973,0.5967350133381403,0.794670303774393
6.858,(-0.09026319352718237+0.06519230137313652j),(0.5969954591869843+0.7944803291632381j),(0.0001090087460473412-1.68888739498633e-05j),-19.066665744036907,-0.05417787835754359,-79.14775774398693,144.16142213073638,53.0777424711622,-8.806892777497799,0.5969954591869843,0.7944803291632381
6.859,(-0.09020933210475565+0.0651977989014753j),(0.59725584730389+0.7942902671260281j),(0.0001091091842921018-1.693199892037091e-05j),-19.069820958362833,-0.05413828434997928,-79.13942618889072,144.1428941289123,53.05915805938872,-8.821027406397045,0.59725584730389,0.7942902671260281
6.86,(-0.09015546426915505+0.06520326037470976j),(0.5975161776579309+0.7941001176772229j),(0.0001092098265621038-1.697520884059089e-05j),-19.072978465134895,-0.05409869072326576,-79.13108522115449,144.12436577000526,53.040573450012,-8.835162228610754,0.5975161776579309,0.7941001176772229
6.861,(-0.09010159004404629+0.06520868578772257j),(0.5977764502181817+0.7939098808312949j),(0.0001093106734141693-1.701850396229579e-05j),-19.076138266112018,-0.05405909749713744,-79.12273482775943,144.10583705363152,53.021988643004505,-8.849297244069888,0.5977764502181817,0.7939098808312949
6.862,(-0.09004770945309847+0.06521407513541272j),(0.5980366649537175+0.7937195566027265j),(0.0001094117254072022-1.706188453818787e-05j),-19.07930036305568,-0.054019504691350737,-79.1143749956478,144.08730797940603,53.00340363833874,-8.863432452705348,0.5980366649537175,0.7937195566027265
6.863,(-0.08999382251998482+0.06521942841269612j),(0.5982968218336158+0.7935291450060138j),(0.0001095129831021977-1.710535082190352e-05j),-19.08246475772984,-0.053979912325645175,-79.10600571172287,144.06877854694247,52.98481843598721,-8.877567854448003,0.5982968218336158,0.7935291450060138
6.864,(-0.08993992926838332+0.06522474561450532j),(0.5985569208269551+0.7933386460556631j),(0.000109614447062252-1.714890306801743e-05j),-19.08563145190095,-0.05394032041976769,-79.09762696284875,144.05024875585357,52.96623303592241,-8.89170344922861,0.5985569208269551,0.7933386460556631
6.865,(-0.08988602972197529+0.06523002673578952j),(0.5988169619028147+0.7931480597661924j),(0.0001097161178525722-1.719254153204713e-05j),-19.088800447338013,-0.05390072899347262,-79.0892387358502,144.03171860575054,52.947647438116896,-8.905839236977874,0.5988169619028147,0.7931480597661924
6.866,(-0.08983212390444686+0.0652352717715145j),(0.5990769450302761+0.7929573861521322j),(0.0001098179960404854-1.723626647045736e-05j),-19.0919717458125,-0.0538611380665091,-79.08084101751261,144.01318809624385,52.9290616425432,-8.919975217626483,0.5990769450302761,0.7929573861521322
6.867,(-0.08977821183948755+0.06524048071666287j),(0.5993368701784211+0.7927666252280238j),(0.0001099200821954493-1.728007814066446e-05j),-19.095145349098463,-0.05382154765863171,-79.07243379458173,143.9946572269423,52.910475649173904,-8.934111391105029,0.5993368701784211,0.7927666252280238
6.868,(-0.08972429355079178+0.06524565356623377j),(0.5995967373163333+0.7925757770084209j),(0.0001100223768890616-1.732397680104074e-05j),-19.098321258972412,-0.05378195778959178,-79.06401705376359,143.97612599745398,52.8918894579816,-8.948247757343996,0.5995967373163333,0.7925757770084209
6.869,(-0.08967036906205715+0.06525079031524338j),(0.5998565464130986+0.7923848415078872j),(0.0001101248806950704-1.736796271091932e-05j),-19.101499477213444,-0.053742368479152876,-79.05559078172435,143.95759440738524,52.87330306893879,-8.962384316273916,0.5998565464130986,0.7923848415078872
6.87,(-0.08961643839698598+0.06525589095872429j),(0.600116297437803+0.792193818741j),(0.0001102275941893834-1.741203613059822e-05j),-19.10468000560316,-0.05370277974706464,-79.04715496509016,143.93906245634165,52.85471648201812,-8.976521067825216,0.600116297437803,0.792193818741
6.871,(-0.08956250157928423+0.06526095549172578j),(0.6003759903595339+0.7920027087223472j),(0.0001103305179500784-1.745619732134497e-05j),-19.107862845925727,-0.053663191613093776,-79.03870959044704,143.9205301439274,52.836129697192206,-8.990658011928222,0.6003759903595339,0.7920027087223472
6.872,(-0.08950855863266219+0.06526598390931414j),(0.6006356251473809+0.7918115114665287j),(0.0001104336525574136-1.750044654540138e-05j),-19.111047999967827,-0.05362360409699796,-79.03025464434067,143.9019974697455,52.81754271443367,-9.004795148513251,0.6006356251473809,0.7918115114665287
6.873,(-0.08945460958083386+0.0652709762065724j),(0.6008952017704345+0.7916202269881554j),(0.0001105369985938375-1.754478406598797e-05j),-19.1142354695187,-0.05358401721854027,-79.02179011327631,143.8834644333976,52.798955533715116,-9.01893247751057,0.6008952017704345,0.7916202269881554
6.874,(-0.08940065444751762+0.06527593237860002j),(0.6011547201977864+0.7914288553018507j),(0.0001106405566439989-1.758921014730853e-05j),-19.117425256370144,-0.0535444309974854,-79.01331598371863,143.8649310344843,52.780368155009235,-9.033069998850365,0.6011547201977864,0.7914288553018507
6.875,(-0.08934669325643531+0.06528085242051354j),(0.60141418039853+0.7912373964222488j),(0.0001107443272947576-1.763372505455481e-05j),-19.120617362316523,-0.053504845453600576,-79.00483224209152,143.84639727260486,52.76178057828864,-9.047207712462757,0.60141418039853,0.7912373964222488
6.876,(-0.08929272603131347+0.0652857363274462j),(0.6016735823417605+0.7910458503639958j),(0.0001108483111351945-1.767832905391133e-05j),-19.123811789154722,-0.05346526060665365,-78.99633887477806,143.82786314735736,52.74319280352601,-9.06134561827789,0.6016735823417605,0.7910458503639958
6.877,(-0.08923875279588181+0.06529058409454819j),(0.6019329259965732+0.7908542171417499j),(0.0001109525087566217-1.772302241255972e-05j),-19.127008538684244,-0.05342567647641502,-78.98783586812021,143.80932865833847,52.72460483069404,-9.07548371622578,0.6019329259965732,0.7908542171417499
6.878,(-0.08918477357387417+0.06529539571698605j),(0.6021922113320667+0.7906624967701801j),(0.0001110569207525937-1.776780539868373e-05j),-19.130207612707164,-0.053386093082651784,-78.97932320841883,143.79079380514378,52.706016659765375,-9.089622006236404,0.6021922113320667,0.7906624967701801
6.879,(-0.08913078838902917+0.06530017118994362j),(0.60245143831734+0.7904706892639675j),(0.000111161547718917-1.781267828147388e-05j),-19.133409013028057,-0.053346510445138495,-78.97080088193341,143.7722585873676,52.68742829071272,-9.103760488239736,0.60245143831734,0.7904706892639675
6.88,(-0.08907679726508806+0.06530491050862136j),(0.6027106069214929+0.7902787946378051j),(0.0001112663902536613-1.785764133113212e-05j),-19.136612741454172,-0.0533069285836493,-78.96226887488194,143.75372300460276,52.668839723508825,-9.117899162165637,0.6027106069214929,0.7902787946378051
6.881,(-0.08902280022579691+0.06530961366823651j),(0.6029697171136281+0.7900868129063969j),(0.0001113714489571696-1.790269481887676e-05j),-19.139818799795286,-0.05326734751795899,-78.95372717344085,143.73518705644116,52.65025095812634,-9.132038027943969,0.6029697171136281,0.7900868129063969
6.882,(-0.08896879729490535+0.06531428066402332j),(0.6032287688628487+0.7898947440844583j),(0.0001114767244320698-1.794783901694731e-05j),-19.143027189863776,-0.05322776726784973,-78.94517576374467,143.71665074247315,52.631661994538014,-9.146177085504538,0.6032287688628487,0.7898947440844583
