,S11,S21,S31,20_log_of_mag_S11,20_log_of_mag_S21,20_log_of_mag_S31,degrees_S11,degrees_S21,degrees_S31,Real(S21),Imag(S21)
4.188,(-0.153447548480887-0.03584931371609228j),(-0.209445088048408+0.9650384890241596j),(0.001289804527313446+0.0007005083271378147j),-16.050001333464078,-0.10921213046409252,-56.6669227937019,-166.85008420569923,102.24516310094138,28.506916306117727,-0.209445088048408,0.9650384890241596
4.189,(-0.1535045369730938-0.03578638705976599j),(-0.2090973583721467+0.9651072467089412j),(0.001241965259881689+0.0006740157856215648j),-16.047730888851763,-0.10926925765440013,-56.99670872453153,-166.87707127684658,102.22460032004369,28.488728069327845,-0.2090973583721467,0.9651072467089412
4.19,(-0.1535586448688277-0.03572457179736025j),(-0.2087524448979635+0.9651756661121977j),(0.001197603191910558+0.0006494568701560368j),-16.04559980928036,-0.1093229382206416,-57.31410882741106,-166.90341364827745,102.20420112798048,28.470853378921834,-0.2087524448979635,0.9651756661121977
4.191,(-0.1536101722444489-0.03566375021515041j),(-0.2084100491386687+0.9652437732635849j),(0.00115635255498886+0.0006266273248564165j),-16.043593491886586,-0.10937352892198893,-57.62000834419064,-166.92917938091665,102.183948301981,28.453259150873595,-0.2084100491386687,0.9652437732635849
4.192,(-0.1536593784480673-0.03560382049832213j),(-0.2080699130889934+0.965311590592405j),(0.001117897144415681+0.000605350682393517j),-16.041699319276905,-0.10942133857960189,-57.915200870805236,-166.95442728062017,102.16382695546648,28.435916725152147,-0.2080699130889934,0.965311590592405
4.193,(-0.15370648878246-0.03554469413493603j),(-0.2077318125884262+0.9653791375290278j),(0.001081962199237838+0.0005854736940625925j),-16.03990633317746,-0.10946663586556032,-58.20040058452492,-166.9792084196179,102.14382415492557,28.41880114920641,-0.2077318125884262,0.9653791375290278
4.194,(-0.153751699913921-0.03548629381246542j),(-0.2073955519483164+0.9654464309896196j),(0.001048307827899011+0.0005668626329885385j),-16.0382049704054,-0.10950965562184592,-58.47625249791649,-167.0035673673768,102.12392860978761,28.401890600272832,-0.2073955519483164,0.9654464309896196
4.195,(-0.1537951842816917-0.03542855170121708j),(-0.2070609595710927+0.9655134857698761j),(0.001016723646823322+0.0005494002818277245j),-16.036586847705287,-0.10955060402181632,-58.743341109867416,-167.0275431936324,102.10413041957396,28.38516591554127,-0.2070609595710927,0.9655134857698761
4.196,(-0.1538370937169814-0.03537140804407859j),(-0.2067278843541283+0.9655803148669837j),(0.0009870243786542835+0.0005329834615119357j),-16.03504458521532,-0.10958966281525848,-59.00219774534872,-167.05117029132057,102.08442086634854,28.368610206616083,-0.2067278843541283,0.9655803148669837
4.197,(-0.153877562432081-0.03531480999067194j),(-0.2063961927191408+0.9656469297447168j),(0.0009590462155681071+0.0005175209909460189j),-16.033571660706958,-0.10962699284033675,-59.25330681543557,-167.07447905603647,102.06479224327809,28.35220854030867,-0.2063961927191408,0.9656469297447168
4.198,(-0.1539167095038743-0.03525871062787281j),(-0.2060657661436852+0.965713340552949j),(0.0009326437969017478+0.000502931992452624j),-16.0321622885163,-0.10966273694702258,-59.49711118273821,-167.09749645038332,102.04523771217633,28.3359476720557,-0.2060657661436852,0.965713340552949
4.199,(-0.1539546409487854-0.03520306816917512j),(-0.2057364990984862+0.9657795563105518j),(0.0009076876833573406+0.000489144476486304j),-16.03081131842122,-0.10969702244312042,-59.734016781354555,-167.1202464753336,102.02575118447317,28.3198158214979,-0.2057364990984862,0.9657795563105518
4.2,(-0.1539914514654872-0.03514784527333152j),(-0.2054082973148379+0.9658455850585524j),(0.0008840622351449234+0.000476094153359951j),-16.02951415073306,-0.10972996315193669,-59.96439661222538,-167.1427505660051,102.00632722123545,28.303802482207708,-0.2054082973148379,0.9658455850585524
4.201,(-0.1540272259058182-0.03509300846885265j),(-0.2050810763220373+0.9659114339890846j),(0.0008616638206617133+0.0004637234306133212j),-16.028266664648584,-0.10976166115134724,-60.18859421249378,-167.16502792561943,101.9869609487727,28.287898259398634,-0.2050810763220373,0.9659114339890846
4.202,(-0.1540620405221119-0.03503852766565427j),(-0.2047547602069968+0.9659771095544386j),(0.0008403992971606947+0.0004519805630514584j),-16.02706515750741,-0.1097922082507082,-60.4069266797891,-167.18709580862532,101.96764798706613,28.272094730822282,-0.2047547602069968,0.9659771095544386
4.203,(-0.1540959640296058-0.03498437573883771j),(-0.2044292805576523+0.9660426175597476j),(0.0008201847164196425+0.0004408189290088795j),-16.02590629306642,-0.10982168725017452,-60.619687318189364,-167.20896976178958,101.94838438880433,28.256384327080035,-0.2044292805576523,0.9660426175597476
4.204,(-0.1541290585151464-0.03493052817247286j),(-0.2041045755591376+0.9661079632420706j),(0.0008009442174732031+0.000430196411502868j),-16.024787057267012,-0.10985017301926087,-60.827147961238445,-167.2306638303606,101.92916658723527,28.240760228331272,-0.2041045755591376,0.9661079632420706
4.205,(-0.1541613802175204-0.03487696275352597j),(-0.2037805892175596+0.9661731513381627j),(0.0007826090756082325+0.0004200748669633727j),-16.023704720258987,-0.10987773342404755,-61.029561018169005,-167.252190735069,101.9099913513818,28.225216274944433,-0.2037805892175596,0.9661731513381627
4.206,(-0.1541929802000844-0.03482365930789105j),(-0.2034572706908644+0.9662381861427611j),(0.0007651168824847913+0.0004104196674169853j),-16.022656803672128,-0.10990443012735612,-61.22716128196919,-167.27356202466558,101.8908557474369,28.20974689006497,-0.2034572706908644,0.9662381861427611
4.207,(-0.1542239049326456-0.03477059947191179j),(-0.2031345737099333+0.9663030715589365j),(0.0007484108367613445+0.0004011993045451817j),-16.021641052308734,-0.10993031928142127,-61.420167531800914,-167.2947882078552,101.87175710536516,28.19434701240294,-0.2031345737099333,0.9663030715589365
4.208,(-0.154254196796563-0.03471776649395673j),(-0.2028124560760038+0.966367811141675j),(0.0007324391282287296+0.0003923850460773905j),-16.02065540957557,-0.10995545213018046,-61.60878395720681,-167.31587886779892,101.85269298990907,28.17901203780543,-0.2028124560760038,0.966367811141675
4.209,(-0.154283894524635-0.03466514506152989j),(-0.2024908792229654+0.9664324081358086j),(0.0007171544013795756+0.0003839506366229932j),-16.019697996091434,-0.10997987553388008,-61.79320142737909,-167.3368427618153,101.83366117533784,28.163737768389943,-0.2024908792229654,0.9664324081358086
4.21,(-0.1543130335853888-0.03461272115016405j),(-0.2021698078349456+0.9664968655090692j),(0.0007025132867103747+0.0003758720363790668j),-16.018767091001504,-0.11000363242800128,-61.97359862528784,-167.357687908466,101.81465962338679,28.148520368191566,-0.2021698078349456,0.9664968655090692
4.211,(-0.1543416465198013-0.03456048189096294j),(-0.2018492095111923+0.966561185981j),(0.0006884759899828588+0.0003681271922350066j),-16.017861115607207,-0.11002676222580024,-62.15014306358328,-167.37842166384837,101.79568646392576,28.133356324424103,-0.2018492095111923,0.966561185981
4.212,(-0.1543697632371823-0.03450841545415918j),(-0.2015290544716113+0.9666253720483521j),(0.000675005931251067+0.0003606958366826392j),-16.01697861898353,-0.11004930117197019,-62.32299199676241,-167.39905078862503,101.77673997797253,28.11824241358307,-0.2015290544716113,0.9666253720483521
4.213,(-0.1543974112758833-0.03445651094647372j),(-0.2012093152972529+0.9666894260073842j),(0.0006620694267578035+0.0003535593106689766j),-16.016118265307938,-0.11007128265496025,-62.492293242065585,-167.41958150707646,101.75781858272326,28.103175671726092,-0.2012093152972529,0.9666894260073842
4.214,(-0.1544246160336152-0.03440475832040638j),(-0.2008899667010839+0.9667533499735737j),(0.0006496354078760371+0.0003467004071304884j),-16.015278822667888,-0.11009273748267379,-62.65818591984525,-167.44001955926186,101.7389208183297,28.088153368361674,-0.2008899667010839,0.9667533499735737
4.215,(-0.1544514009714312-0.03435314829386919j),(-0.200570985324897+0.9668171458990188j),(0.0006376751721570455+0.0003401032324451148j),-16.01445915314936,-0.11011369412718083,-62.820801122715565,-167.46037024720968,101.72004533618475,28.073172983456228,-0.200570985324897,0.9668171458990188
4.216,(-0.1544777877948195-0.03430167227881231j),(-0.2002523495590654+0.9668808155878929j),(0.0006261621622864375+0.0003337530834529833j),-16.013658204038716,-0.11013417894179128,-62.98026252154665,-167.4806384759195,101.70119088852539,28.058232187140835,-0.2002523495590654,0.9668808155878929
4.217,(-0.1545037966148498-0.03425032231769108j),(-0.1999340393820853+0.966944360710154j),(0.0006150717693647995+0.0003276363380420057j),-16.012874999994576,-0.11015421635465211,-63.136686915328,-167.50082878984284,101.68235631917774,28.043328821757882,-0.1999340393820853,0.966944360710154
4.218,(-0.1545294460918892-0.03419909102678531j),(-0.1996160362175073+0.9670077828137804j),(0.0006043811574461019+0.0003217403575839896j),-16.01210863606721,-0.1101738290412415,-63.29018473103009,-167.52094540541475,101.66354055530492,28.02846088593965,-0.1996160362175073,0.9670077828137804
4.219,(-0.1545547535640487-0.0341479715455274j),(-0.1992983228060396+0.9670710833356752j),(0.0005940691067014544+0.0003160533997503249j),-16.011358271460278,-0.11019303807882289,-63.4408604788219,-167.54099224012438,101.64474260003011,28.01362652045486,-0.1992983228060396,0.9670710833356752
4.22,(-0.1545797351622202-0.03409695749110448j),(-0.1989808830910021+0.9671342636114274j),(0.0005841158729414343+0.0003105645404411055j),-16.01062312394446,-0.11021186308478169,-63.58881316734965,-167.5609729385489,101.62596152582996,27.998823995596435,-0.1989808830910021,0.9671342636114274
4.221,(-0.1546044059133088-0.03404604291770826j),(-0.1986637021155393+0.9671973248840667j),(0.0005745030615405531+0.0003052636037352878j),-16.00990246484481,-0.1102303223408009,-63.734136683207865,-167.5808908957128,101.60719646860613,27.984051699916193,-0.1986637021155393,0.9671973248840667
4.222,(-0.1546287798330502-0.03399522227988679j),(-0.1983467659301833+0.9672602683119144j),(0.0005652135140701656+0.0003001410989165303j),-16.009195614534317,-0.11024843290468017,-63.87692013824565,-167.60074927808796,101.58844662235393,27.96930813013898,-0.1983467659301833,0.9672602683119144
4.223,(-0.1546528700096186-0.03394449039952151j),(-0.198030061509595+0.967323094975661j),(0.0005562312061699598+0.0002951881637545875j),-16.008501938374966,-0.11026621071099074,-64.01724818792685,-167.62055104250922,101.56971123436045,27.95459188211263,-0.198030061509595,0.967323094975661
4.224,(-0.154676688679075-0.03389384243602166j),(-0.197713576677432+0.9673858058847357j),(0.0005475411553793218+0.0002903965133290115j),-16.007820843055253,-0.11028367066204489,-64.15520132359266,-167.64029895324097,101.5509896008713,27.93990164266894,-0.197713576677432,0.9673858058847357
4.225,(-0.1547002472935674-0.03384327385937412j),(-0.1973973000384171+0.9674484019830675j),(0.0005391293378137347+0.0002857583937735281j),-16.00715177327986,-0.11030082671010316,-64.29085614114936,-167.6599955974034,101.53228106317283,27.925236182289044,-0.1973973000384171,0.9674484019830675
4.226,(-0.1547235565830856-0.03379278042573346j),(-0.1970812209168339+0.9675108841542901j),(0.0005309826127112465+0.0002812665403976066j),-16.006494208772445,-0.11031769193189897,-64.4242855884318,-167.6796433989399,101.51358500404498,27.91059434847915,-0.1970812209168339,0.9675108841542901
4.227,(-0.154746626611468-0.03374235815528137j),(-0.1967653293007507+0.9675732532264625j),(0.0005230886539955299+0.0002769141397096162j),-16.00584766155758,-0.11033427859620608,-64.55555919323706,-167.6992446312822,101.49490084454459,27.895975059777165,-0.1967653293007507,0.9675732532264625
4.228,(-0.1547694668272759-0.03369200331210753j),(-0.1964496157913351+0.9676355099763464j),(0.000515435888105673+0.0002726947949238066j),-16.005211673492063,-0.11035059822532975,-64.68474327381749,-167.71880142885524,101.47622804108232,27.881377300318622,-0.1964496157913351,0.9676355099763464
4.229,(-0.1547920861100759-0.03364171238590428j),(-0.196134071556762+0.9676976551333074j),(0.000508013437433484+0.0002686024945839621j),-16.004585814019137,-0.1103666616509287,-64.81190113342468,-167.7383157975416,101.45756608276442,27.86680011490134,-0.196134071556762,0.9676976551333074
4.23,(-0.1548144928126065-0.03359148207528519j),(-0.1958186882902099+0.9677596893828523j),(0.0005008110687869683+0.0002646315839800296j),-16.003969678122637,-0.11038247906502306,-64.9370932403334,-167.75778962421518,101.43891448897047,27.852242604495316,-0.1958186882902099,0.9677596893828523
4.231,(-0.1548366947992494-0.03354130927256221j),(-0.1955034581715304+0.9678216133698581j),(0.0004938191463664647+0.0002607767390718614j),-16.003362884460536,-0.11039806006653531,-65.06037739462779,-167.77722468543854,101.42027280714284,27.837703922150293,-0.1955034581715304,0.9678216133698581
4.232,(-0.1548586994811793-0.03349119104983396j),(-0.1951883738322395+0.9678834277015255j),(0.0004870285887991009+0.0002570329426672142j),-16.002765073659774,-0.11041341370374747,-65.18180888290108,-167.7966226554089,101.40164061076781,27.82318326926005,-0.1951883738322395,0.9678834277015255
4.233,(-0.1548805138485185-0.03344112464625786j),(-0.1948734283234797+0.9679451329500691j),(0.000480430829828869+0.0002533954626299373j),-16.00217590675648,-0.11042854851326174,-65.30144062190259,-167.81598511322616,101.38301749752803,27.808679892147126,-0.1948734283234797,0.9679451329500691
4.234,(-0.154902144499796-0.03339110745638645j),(-0.1945586150866824+0.9680067296551973j),(0.0004740177823043542+0.000249859831919219j),-16.001595063767063,-0.11044347255554456,-65.41932329206945,-167.83531354955147,101.36440308761047,27.794193078935525,-0.1945586150866824,0.9680067296551973
4.235,(-0.1549235976689637-0.03334113701946886j),(-0.1942439279266336+0.9680682183263561j),(0.0004677818051460017+0.0002464218302829645j),-16.001022242377854,-0.11045819344780673,-65.53550546178315,-167.85460937271313,101.34579702215353,27.779722156683537,-0.1942439279266336,0.9680682183263561
4.236,(-0.1549448792502091-0.03329121100962367j),(-0.1939293609867671+0.9681295994448189j),(0.0004617156730091426+0.000243077467447505j),-16.00045715674173,-0.11047271839393094,-65.6500337031148,-167.87387391431403,101.32719896182209,27.765266488750765,-0.1939293609867671,0.9681295994448189
4.237,(-0.1549659948207674-0.03324132722680184j),(-0.1936149087264327+0.9681908734655873j),(0.0004558125483895419+0.0002398229676628598j),-15.999899536371831,-0.11048705421215321,-65.7629526997499,-167.8931084343869,101.3086085854967,27.750825472377656,-0.1936149087264327,0.9681908734655873
4.238,(-0.1549869496619211-0.03319148358846679j),(-0.1933005658999676+0.9682520408191457j),(0.0004500659559452114+0.0002366547554777787j),-15.9993491251232,-0.1105012073605367,-65.87430534771568,-167.91231412613917,101.29002558906664,27.736398536457187,-0.1933005658999676,0.9682520408191457
4.239,(-0.1550077487783508-0.03314167812192623j),(-0.1929863275374249+0.9683131019130787j),(0.0004444697588315932+0.0002335694426318173j),-15.998805680254474,-0.11051518396039184,-65.98413284948224,-167.93149212032554,101.27144968431881,27.72198513948108,-0.1929863275374249,0.9683131019130787
4.24,(-0.1550283969159886-0.03309190895725678j),(-0.1926721889267747+0.968374057133559j),(0.0004390181368684142+0.000230563815963481j),-15.998268971562208,-0.11052898981796842,-66.09247480195201,-167.95064348928142,101.25288059791117,27.707584767644608,-0.1926721889267747,0.968374057133559
4.241,(-0.155048898578505-0.03304217432076754j),(-0.1923581455974838+0.9684349068467264j),(0.0004337055663748635+0.0002276348262436924j),-15.997738780581535,-0.11054263044439644,-66.1993692788086,-167.96976925064814,101.23431807042599,27.6931969330957,-0.1923581455974838,0.9684349068467264
4.242,(-0.1550692580425526-0.03299247252895796j),(-0.1920441933053182+0.9684956513999493j),(0.0004285268015263131+0.0002247795778530533j),-15.997214899847096,-0.11055611107428762,-66.30485290765232,-167.98887037081624,101.21576185549347,27.678821172315782,-0.1920441933053182,0.9684956513999493
4.243,(-0.1550894793718718-0.03294280198292411j),(-0.1917303280182935+0.9685562911230081j),(0.0004234768571001951+0.0002219953192293789j),-15.99669713220919,-0.1105694366827606,-66.40896094231516,-168.0079477681122,101.1972117189816,27.664457044620526,-0.1917303280182935,0.9685562911230081
4.244,(-0.1551095664303588-0.03289316116317626j),(-0.1914165459036456+0.9686168263291772j),(0.0004185509924918826+0.0002192794340193417j),-15.996185290200312,-0.11058261200137755,-66.51172733071034,-168.02700231574997,101.17866743824491,27.650104130770583,-0.1914165459036456,0.9686168263291772
4.245,(-0.155129522894182-0.03284354862483368j),(-0.191102843315767+0.9686772573162384j),(0.0004137446968926957+0.0002166294328743317j),-15.995679195447789,-0.11059564153279267,-66.61318477854563,-168.04603484456825,101.1601288014287,27.63576203168242,-0.191102843315767,0.9686772573162384
4.246,(-0.1551493522630282-0.03279396299316293j),(-0.1907892167849857+0.9687375843674111j),(0.0004090536755328015+0.00021404294583656j),-15.995178678128648,-0.11060852956448097,-66.71336480919622,-168.06504614557016,101.14159560682215,27.621430367231575,-0.1907892167849857,0.9687375843674111
4.247,(-0.1551690578705493-0.03274440295943377j),(-0.1904756630071658+0.9687978077522224j),(0.0004044738369006652+0.0002115177152663726j),-15.994683576463274,-0.11062128018139569,-66.81229782001479,-168.08403697228277,101.12306766225863,27.607108775140045,-0.1904756630071658,0.9687978077522224
4.248,(-0.1551886428940764-0.03269486727706471j),(-0.1901621788340186+0.9688579277273119j),(0.0004000012808591952+0.0002090515892664585j),-15.99419373624458,-0.11063389727780859,-66.91001313532824,-168.10300804295096,101.10454478455702,27.592796909941345,-0.1901621788340186,0.9688579277273119
4.249,(-0.1552081103636591-0.0326453547580356j),(-0.1898487612640981+0.9689179445371889j),(0.00039563228758604+0.0002066425155626979j),-15.993709010399925,-0.110646384568238,-67.00653905635258,-168.1219600425787,101.08602679900248,27.578494442016712,-0.1898487612640981,0.9689179445371889
4.25,(-0.1552274631704854-0.03259586426954654j),(-0.1895354074344062+0.9689778584149191j),(0.0003913633072720586+0.0002042885358050489j),-15.993229258583044,-0.11065874559778525,-67.10190290823957,-168.14089362483045,101.06751353886247,27.56420105669689,-0.1895354074344062,0.9689778584149191
4.251,(-0.1552467040747299-0.03254639473090196j),(-0.1892221146125732+0.9690376695827889j),(0.0003871909505181082+0.0002019877802552674j),-15.99275434679371,-0.11067098375157568,-67.1961310844487,-168.1598094138033,101.0490048449358,27.54991645342462,-0.1892221146125732,0.9690376695827889
4.252,(-0.1552658357128768-0.03249694511060409j),(-0.1889088801895614+0.9690973782529038j),(0.0003831119793754194+0.000199738462831102j),-15.992284147022879,-0.1106831022637317,-67.28924908862753,-168.17870800568056,101.03050056513192,27.53564034497236,-0.1889088801895614,0.9690973782529038
4.253,(-0.1552848606045555-0.03244751442363877j),(-0.1885957016728435+0.9691569846277531j),(0.0003791232989799066+0.0001975388764794305j),-15.991818536921446,-0.11069510422571828,-67.38128157416385,-168.19758997027512,101.0120005540777,27.521372456711845,-0.1885957016728435,0.9691569846277531
4.254,(-0.1553037811589303-0.03239810172893871j),(-0.1882825766800439+0.96921648890075j),(0.0003752219497349065+0.0001953873888531005j),-15.991357399490633,-0.11070699259401727,-67.47225238156511,-168.216455852472,100.99350467275066,27.50711252593097,-0.1882825766800439,0.96921648890075
4.255,(-0.1553225996806724-0.03234870612701107j),(-0.1879695029329785+0.9692758912567132j),(0.0003714051000009006+0.0001932824382684967j),-15.99090062279262,-0.11071877019751589,-67.56218457380558,-168.23530617357687,100.9750127881354,27.492860301194735,-0.1879695029329785,0.9692758912567132
4.256,(-0.1553413183755517-0.03229932675771777j),(-0.1876564782520858+0.969335191872339j),(0.0003676700392542375+0.0001912225299227745j),-15.990448099679613,-0.11073043974423091,-67.65110046977318,-168.25414143257825,100.95652477290244,27.47861554174672,-0.1876564782520858,0.969335191872339
4.257,(-0.1553599393556709-0.0322499627981957j),(-0.1873435005512088+0.9693943909166303j),(0.0003640141716801422+0.0001892062323515207j),-15.989999727540262,-0.11074200382771579,-67.73902167593698,-168.27296210732914,100.93804050510738,27.464378016948416,-0.1873435005512088,0.9693943909166303
4.258,(-0.1553784646443728-0.0322006134609077j),(-0.1870305678326954+0.9694534885512978j),(0.0003604350101681641+0.0001872321741091853j),-15.989555408061907,-0.1107534649330935,-67.82596911634799,-168.29176865565495,100.91955986790849,27.450147505753336,-0.1870305678326954,0.9694534885512978
4.259,(-0.1553968961808401-0.03215127799181504j),(-0.1867176781828323+0.9695124849311513j),(0.0003569301706809365+0.0001852990406561435j),-15.989115047007715,-0.11076482544253487,-67.91196306107634,-168.31056151639163,100.90108274930327,27.43592379621377,-0.1867176781828323,0.9695124849311513
4.26,(-0.1554152358244143-0.03210195566866157j),(-0.1864048297675185+0.969571380204448j),(0.0003534973669693522+0.0001834055714374831j),-15.988678554007494,-0.11077608764063054,-67.99702315318366,-168.32934111036062,100.88260904187909,27.421706685017387,-0.1864048297675185,0.969571380204448
4.261,(-0.1554334853586501-0.03205264579936245j),(-0.1860920208282392+0.9696301745132283j),(0.0003501344056096286+0.0001815505571399279j),-15.988245842361245,-0.11078725371929501,-68.0811684343185,-168.34810784128416,100.8641386425811,27.40749597705208,-0.1860920208282392,0.9696301745132283
4.262,(-0.1554516464951251-0.03200334772049042j),(-0.1857792496782536+0.9696888679936314j),(0.0003468391813395972+0.0001797328371143374j),-15.987816828854635,-0.11079832578243348,-68.16441736901852,-168.36686209664487,100.84567145249234,27.39329148499666,-0.1857792496782536,0.9696888679936314
4.263,(-0.1554697208770234-0.03195406079585129j),(-0.1854665146990409+0.9697474607761938j),(0.000343609672673336+0.0001779512969522184j),-15.987391433585419,-0.11080930585024838,-68.24678786779847,-168.38560424849487,100.82720737662888,27.379093028935944,-0.1854665146990409,0.9697474607761938
4.264,(-0.1554877100825059-0.03190478441514514j),(-0.1851538143369244+0.9698059529861213j),(0.0003404439377750406+0.0001762048662056615j),-15.986969579800153,-0.11082019586343646,-68.32829730909373,-168.4043346542161,100.80874632374517,27.36490043599833,-0.1851538143369244,0.9698059529861213
4.265,(-0.155505615627883-0.03185551799270381j),(-0.1848411470999156+0.9698643447435557j),(0.0003373401105743269+0.0001744925162408435j),-15.986551193740556,-0.11083099768699928,-68.40896256012932,-168.42305365723672,100.79028820615206,27.35071354001442,-0.1848411470999156,0.9698643447435557
4.266,(-0.1555234389706057-0.03180626096630298j),(-0.1845285115547355+0.9699226361638211j),(0.0003342963971067216+0.000172813258216097j),-15.986136204498628,-0.11084171311388949,-68.48879999677516,-168.4417615877059,100.7718329395451,27.336532181195356,-0.1845285115547355,0.9699226361638211
4.267,(-0.1555411815120816-0.03175701279604212j),(-0.1842159063239942+0.9699808273576492j),(0.0003313110720642405+0.000171166141176185j),-15.985724543880234,-0.11085234386853145,-68.56782552244623,-168.46045876312934,100.75338044284196,27.322356205829376,-0.1842159063239942,0.9699808273576492
4.268,(-0.1555588446003336-0.03170777296328769j),(-0.18390333008356+0.9700389184314105j),(0.0003283824755420916+0.0001695502502550509j),-15.985316146276379,-0.11086289160991943,-68.64605458610325,-168.4791454889692,100.73493063803058,27.308185465995756,-0.18390333008356,0.9700389184314105
4.269,(-0.1555764295325066-0.03165854096967573j),(-0.1835907815600405+0.9700969094873072j),(0.0003255090099686188+0.0001679647049799063j),-15.984910948541767,-0.11087335793483763,-68.72350219940422,-168.49782205921002,100.71648345002419,27.29401981929424,-0.1835907815600405,0.9700969094873072
4.27,(-0.1555939375572361-0.03160931633617068j),(-0.1832782595284372+0.9701548006235788j),(0.0003226891372066062+0.0001664086576700845j),-15.984508889880125,-0.11088374438062645,-68.80018295305365,-168.5164887568927,100.69803880652583,27.279859128590115,-0.1832782595284372,0.9701548006235788
4.271,(-0.1556113698768839-0.03156009860217571j),(-0.1829657628099069+0.970212591934682j),(0.0003199213758148096+0.0001648812919244907j),-15.98410991173591,-0.11089405242796378,-68.8761110323957,-168.5351458546195,100.67959663789952,27.265703261772718,-0.1829657628099069,0.970212591934682
4.272,(-0.1556287276496534-0.03151088732469175j),(-0.1826532902696542+0.9702702835114622j),(0.0003172042984595568+0.000163381821192031j),-15.983713957691881,-0.11090428350347332,-68.95130023229103,-168.5537936150309,100.66115687704857,27.25155209152754,-0.1826532902696542,0.9702702835114622
4.273,(-0.1556460119915878-0.03146168207752253j),(-0.1823408408149409+0.9703278754413213j),(0.0003145365294668311+0.0001619094874197102j),-15.98332097337233,-0.11091443898212491,-69.02576397131828,-168.5724322912568,100.64271945930092,27.237405495120214,-0.1823408408149409,0.9703278754413213
4.274,(-0.1556632239784626-0.03141248245052148j),(-0.1820284133932029+0.9703853678083744j),(0.0003119167425060833+0.000160463559773556j),-15.982930906351454,-0.11092452018953824,-69.09951530533522,-168.59106212734324,100.62428432230055,27.223263354192287,-0.1820284133932029,0.9703853678083744
4.275,(-0.1556803646475756-0.03136328804888015j),(-0.1817160069902552+0.9704427606935916j),(0.0003093436583975541+0.0001590433334278211j),-15.982543706066654,-0.1109345284042288,-69.17256694043436,-168.60968335865635,100.60585140590396,27.209125554567912,-0.1817160069902552,0.9704427606935916
4.276,(-0.1556974349994438-0.03131409849245294j),(-0.1814036206286116+0.9705000541749447j),(0.0003068160430354876+0.0001576481284182444j),-15.982159323736395,-0.11094446485959716,-69.24493124532538,-168.6282962122652,100.58742065208331,27.194991986070356,-0.1814036206286116,0.9705000541749447
4.277,(-0.15571443599941-0.03126491341511745j),(-0.1810912533658726+0.9705572483275294j),(0.0003043327054201337+0.0001562772885554456j),-15.98177771228239,-0.11095433074599932,-69.31662026317483,-168.64690090730434,100.5689920048335,27.180862542348336,-0.1810912533658726,0.9705572483275294
4.278,(-0.1557313685791667-0.03121573246416849j),(-0.1807789042932162+0.9706143432237019j),(0.0003018924957920065+0.0001549301803948353j),-15.981398826255841,-0.11096412721249165,-69.38764572293013,-168.6654976553174,100.55056541008516,27.166737120711268,-0.1807789042932162,0.9706143432237019
4.279,(-0.1557482336382011-0.03116655529974317j),(-0.1804665725339478+0.9706713389331901j),(0.0002994943038621814+0.0001536061922596022j),-15.981022621767442,-0.11097385536867274,-69.45801905015631,-168.68408666058318,100.53214081562099,27.152615621972863,-0.1804665725339478,0.9706713389331901
4.28,(-0.1557650320451669-0.03111738159427451j),(-0.1801542572421378+0.9707282355232058j),(0.000297137057132971+0.0001523047333136462j),-15.980649056420988,-0.11098351628636109,-69.52775137740878,-168.7026681204252,100.51371817099731,27.138497950302764,-0.1801542572421378,0.9707282355232058
4.281,(-0.1557817646391856-0.03106821103197412j),(-0.1798419576013229+0.9707850330585561j),(0.0002948197193036083+0.000151025232681486j),-15.980278089250364,-0.11099311100114494,-69.596853554167,-168.72124222550497,100.49529742746907,27.124384013085646,-0.1798419576013229,0.9707850330585561
4.282,(-0.1557984322310834-0.03101904330833934j),(-0.1795296728232715+0.9708417316017421j),(0.0002925412887559452+0.0001497671386123797j),-15.979909680659656,-0.11100264051392118,-69.66533615635116,-168.73980916010134,100.47687853791878,27.110273720787127,-0.1795296728232715,0.9708417316017421
4.283,(-0.1558150356045663-0.03096987812968582j),(-0.179217402146812+0.9708983312130528j),(0.0002903007971155921+0.0001485299176861293j),-15.979543792366265,-0.11101210579235647,-69.73320949544087,-168.75836910237538,100.45846145678892,27.096166986826795,-0.179217402146812,0.9708983312130528
4.284,(-0.1558315755173365-0.03092071521270311j),(-0.1789051448367242+0.9709548319506625j),(0.0002880973078840456+0.0001473130540581048j),-15.979180387346856,-0.11102150777218975,-69.80048362721865,-168.77692222462218,100.44004614001801,27.0820637274569,-0.1789051448367242,0.9709548319506625
4.285,(-0.1558480527021549-0.03087155428403156j),(-0.1785929001826762+0.9710112338707168j),(0.0002859299151378399+0.0001461160487412971j),-15.978819429785931,-0.1110308473585507,-69.8671683601539,-168.79546869351057,100.42163254497927,27.067963861647375,-0.1785929001826762,0.9710112338707168
4.286,(-0.1558644678678519-0.03082239507985991j),(-0.1782806674982094+0.9710675370274058j),(0.0002837977422908696+0.0001449384189232692j),-15.978460885026877,-0.11104012542729275,-69.93327326344671,-168.8140086703111,100.40322063042228,27.053867310976276,-0.1782806674982094,0.9710675370274058
4.287,(-0.1558808217002889-0.03077323734554271j),(-0.1779684461197959+0.9711237414730586j),(0.0002816999409163665+0.0001437796973160584j),-15.978104719525444,-0.11104934282600373,-69.99880767474667,-168.83254231111292,100.38481035641846,27.03977399952536,-0.1779684461197959,0.9711237414730586
